kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err2,koi_time0bk,koi_time0bk_err2,koi_impact,koi_impact_err2,koi_duration,koi_duration_err2,koi_depth,koi_prad_err1,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_srad_err2,ra,dec,koi_kepmag,koi_prad
K01278.04,CONFIRMED,CANDIDATE,0.992,13.6396648,-0.0002304,141.7301,-0.0117,0.105,-0.105,5.425,-0.3,162.7,0.11,717.0,62.6,13.3,3.0,5600.0,4.455,0.872,-0.088,284.67728,44.79768,15.204,1.1
K01337.01,CONFIRMED,CANDIDATE,1.0,1.922799706,-4.693e-06,134.50174,-0.00199,0.036,-0.036,1.8604,-0.0654,259.7,0.11,1215.0,514.44,30.1,1.0,5194.0,4.559,0.815,-0.033,285.61746,39.379532,14.829,1.28
K01338.01,CONFIRMED,CANDIDATE,1.0,3.222975318,-9.285e-06,178.0701,-0.0023,0.33,-0.33,2.9247,-0.079,232.7,0.4,1239.0,558.65,31.3,1.0,5823.0,4.427,0.96,-0.14,292.27612,39.550179,14.609,1.47
K01338.02,CANDIDATE,CANDIDATE,0.999,42.0370662,-0.0004278,178.25006,-0.00748,0.672,-0.517,6.282,-0.22,266.8,0.45,527.0,18.16,14.7,2.0,5823.0,4.427,0.96,-0.14,292.27612,39.550179,14.609,1.66
K01338.03,CANDIDATE,CANDIDATE,0.754,21.0112068,-0.0002907,132.6336,-0.0115,0.853,-0.598,4.507,-0.319,163.6,0.38,663.0,45.79,10.2,3.0,5823.0,4.427,0.96,-0.14,292.27612,39.550179,14.609,1.4
K01339.01,CONFIRMED,CANDIDATE,1.0,4.16811839,-1.602e-05,134.89621,-0.0029,0.709,-0.512,2.8084,-0.0982,263.0,0.35,1277.0,628.73,26.7,1.0,5689.0,4.202,1.313,-0.25,284.58255,39.220211,14.801,2.28
K01398.01,CONFIRMED,CANDIDATE,1.0,5.82348911,-1.333e-05,354.99602,-0.0016,0.877,-0.621,2.2441,-0.0524,888.7,0.87,955.0,196.33,38.1,1.0,5774.0,4.526,0.864,-0.083,285.96786,45.739071,15.898,3.0
K01399.01,CANDIDATE,CANDIDATE,1.0,8.75059775,-3.362e-05,358.24233,-0.00278,0.33,-0.33,2.8288,-0.0852,881.9,0.23,682.0,51.0,28.3,1.0,4942.0,4.599,0.779,-0.046,295.76083,45.45739,15.92,2.27
K01401.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,0.56669006,-1.515e-06,133.81294,-0.00138,0.7102,-0.5054,2.1674,-0.0666,104.6,0.97,2955.0,18023.71,53.8,1.2398837469260005,6899.0,4.273,1.386,-0.22,294.79001,45.391621,13.44,1.52
K01402.01,CONFIRMED,CANDIDATE,1.0,7.13969705,-2.9e-05,137.18652,-0.00348,0.027,-0.027,3.981,-0.109,512.9,0.65,965.0,205.23,27.8,1.0,6014.0,4.486,0.993,-0.114,295.92609,45.383862,15.906,2.24
K01403.01,CONFIRMED,CANDIDATE,1.0,18.75470238,-5.267e-05,141.7172,-0.00226,0.034,-0.034,3.0331,-0.0764,995.3,0.13,382.0,5.03,33.2,1.0,3976.0,4.721,0.54,-0.058,290.47995,45.6007,15.473,1.67
K01211.01,FALSE POSITIVE,FALSE POSITIVE,0.001,3.00363219,-1.364e-05,135.64129,-0.00424,0.727,-0.537,3.732,-0.111,101.2,0.24,1571.0,1441.44,38.5,1.0,6309.0,4.217,1.32,-0.224,293.64841,38.976021,12.476,1.43
K01212.01,CONFIRMED,CANDIDATE,0.997,11.30123036,-7.531e-05,134.91855,-0.00483,0.117,-0.117,4.022,-0.142,277.1,0.28,852.0,124.42,18.5,1.0,5730.0,4.34,1.122,-0.138,292.00681,38.820728,14.981,1.85
K01213.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.796722833,-1.889e-06,133.07985,-0.00214,0.601,-0.385,2.4551,-0.0812,107.1,0.22,2401.0,7844.64,43.9,1.0,5959.0,4.121,1.334,-0.324,294.35049,38.602131,13.379,1.44
K01214.01,CONFIRMED,CANDIDATE,1.0,4.24153629,-2.203e-05,133.45522,-0.00392,0.257,-0.257,2.971,-0.147,188.1,0.39,1177.0,452.95,18.0,1.0,5776.0,4.34,1.047,-0.206,295.21664,38.77433,14.621,1.44
K01215.01,CONFIRMED,CANDIDATE,1.0,17.32419108,-6.368e-05,142.09977,-0.00323,0.764,-0.531,8.045,-0.102,241.3,0.45,964.0,204.1,49.1,1.0,5968.0,3.972,1.857,-0.452,286.58316,39.077202,13.42,3.14
K01279.01,CONFIRMED,CANDIDATE,1.0,14.37457572,-3.311e-05,138.20189,-0.00192,0.035,-0.035,4.7892,-0.057,335.8,0.29,779.0,87.24,55.2,1.0,5768.0,4.358,1.067,-0.131,293.37225,44.785141,13.749,1.94
K01279.02,CONFIRMED,CANDIDATE,0.971,9.65188331,-5.898e-05,132.15947,-0.00491,0.122,-0.122,4.296,-0.161,103.2,0.16,890.0,148.32,19.8,2.0,5768.0,4.358,1.067,-0.131,293.37225,44.785141,13.749,1.08
K01280.01,FALSE POSITIVE,FALSE POSITIVE,0.0,6.0990118,-2.052e-05,135.52357,-0.00302,0.688,-0.427,3.6112,-0.0957,227.5,0.72,1374.0,842.53,39.3,1.0,5743.0,3.881,1.971,-0.977,296.71735,44.579659,13.951,3.16
K01281.01,CONFIRMED,CANDIDATE,0.989,49.4781446,-0.0002006,141.82465,-0.0033,0.048,-0.048,2.493,-0.102,496.6,0.52,462.0,10.73,20.4,1.0,5776.0,4.554,0.849,-0.079,286.96683,44.992489,14.427,1.88
K01282.01,CONFIRMED,CANDIDATE,0.998,30.8639476,-0.000107,162.88077,-0.00279,0.907,-0.649,8.864,-0.11,256.5,0.16,743.0,72.05,63.0,1.0,5977.0,4.08,1.571,-0.063,293.22995,45.05331,12.547,3.01
K00159.02,CONFIRMED,CANDIDATE,1.0,2.403640701,-7.54e-06,134.73065,-0.00276,0.918,-0.71,1.4012,-0.0852,74.9,0.2,1489.0,1164.85,16.3,2.0,5881.0,4.315,1.171,-0.161,297.71185,45.261921,13.431,1.24
K01340.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.90060781,-1.391e-05,179.83386,-0.00435,0.47,-0.47,2.563,-0.137,124.8,0.47,1645.0,1727.31,20.6,1.0,6547.0,4.241,1.371,-0.278,296.43408,39.444069,13.887,1.58
K01341.01,CONFIRMED,CANDIDATE,1.0,4.51436096,-1.371e-05,134.0293,-0.00279,0.118,-0.118,3.0083,-0.0742,230.7,0.31,1231.0,543.73,28.4,1.0,5940.0,4.306,1.215,-0.155,290.47742,39.73201,14.946,1.84
K01342.01,CONFIRMED,CANDIDATE,0.808,3.77359871,-1.232e-05,134.07013,-0.00259,0.0,0.0,2.7282,-0.0772,176.0,0.33,1270.0,614.52,25.6,1.0,6224.0,4.404,0.969,-0.142,294.7699,39.39851,14.207,1.29
K01342.02,CONFIRMED,CANDIDATE,1.0,8.18182189,-2.304e-05,134.81423,-0.00208,0.655,-0.444,2.4566,-0.0738,299.6,0.45,981.0,218.9,27.4,2.0,6224.0,4.404,0.969,-0.142,294.7699,39.39851,14.207,1.77
K01404.01,CONFIRMED,CANDIDATE,0.999,13.32389352,-4.715e-05,135.24585,-0.00265,0.073,-0.073,3.2208,-0.0921,781.3,0.23,378.0,4.83,25.9,1.0,3751.0,4.813,0.45,-0.11,287.05453,45.18037,15.931,1.26
K00167.01,CONFIRMED,CANDIDATE,1.0,4.919584997,-4.556e-06,134.602396,-0.000743,0.243,-0.243,4.1988,-0.0253,425.7,0.5,1312.0,702.13,132.0,1.0,6236.0,4.246,1.378,-0.175,294.4639,49.765041,13.273,2.86
K01405.01,CONFIRMED,CANDIDATE,0.996,11.41911886,-7.774e-05,186.30498,-0.00496,0.947,-0.662,5.135,-0.188,509.2,1.0,921.0,170.33,23.7,1.0,6311.0,4.398,1.172,-0.15,283.57422,45.734798,15.965,3.32
K01406.01,CONFIRMED,CANDIDATE,1.0,11.36113254,-2.414e-05,136.92584,-0.0017,0.734,-0.528,4.1886,-0.0592,569.5,0.86,869.0,134.97,57.0,1.0,6244.0,4.46,1.009,-0.112,287.45279,45.704399,14.63,2.6
K01407.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,1.3866358,-0.000293,134.3472,-0.0557,0.3783,-0.3782,4.77,-1.1,70.1,0.26,1503.0,1205.94,6.8,1.2398837469260005,5693.0,4.551,0.856,-0.066,285.98865,45.377811,15.755,0.72
K01408.01,CONFIRMED,CANDIDATE,1.0,14.53410833,-5.022e-05,145.42643,-0.00257,0.766,-0.524,3.3094,-0.0799,510.6,0.07,420.0,7.34,32.5,1.0,3957.0,4.693,0.553,-0.039,290.29456,45.56461,14.688,1.36
K01215.02,CONFIRMED,CANDIDATE,0.999,33.0063185,-0.000149,145.38821,-0.00392,0.39,-0.39,7.118,-0.12,278.1,0.45,778.0,86.38,38.2,2.0,5968.0,3.972,1.857,-0.452,286.58316,39.077202,13.42,3.13
K01216.01,CONFIRMED,CANDIDATE,1.0,11.13127159,-3.506e-05,134.36341,-0.00269,0.01,-0.01,4.2372,-0.0749,211.2,0.35,952.0,194.31,36.8,1.0,5800.0,4.202,1.435,-0.271,288.1337,38.99688,13.459,2.06
K01217.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.47143963,-2.083e-05,133.74061,-0.00551,0.719,-0.473,3.663,-0.174,99.8,0.38,1358.0,805.05,27.5,1.0,6341.0,4.409,1.111,-0.141,290.86142,38.641129,13.599,1.19
K01218.01,CONFIRMED,CANDIDATE,0.999,29.6193891,-0.0001103,133.68205,-0.00306,0.046,-0.046,4.9595,-0.0926,314.7,0.24,580.0,26.79,42.5,1.0,5618.0,4.401,0.996,-0.109,291.01904,38.54557,13.331,1.74
K00153.01,CONFIRMED,CANDIDATE,1.0,8.925079516,-5.992e-06,139.71389,-0.000532,0.74,-0.525,2.6766,-0.0265,977.5,0.16,628.0,36.89,135.8,2.0,4728.0,4.628,0.693,-0.021,287.99789,50.944328,13.461,2.36
K01283.01,CONFIRMED,CANDIDATE,0.998,8.0922105,-3.324e-05,138.04535,-0.00342,0.951,-0.695,5.7696,-0.0626,65.3,0.22,1089.0,331.65,37.5,1.0,5774.0,4.106,1.395,-0.325,296.00711,44.853474,11.731,1.44
K00157.02,CONFIRMED,CANDIDATE,1.0,22.687155,-2.645e-05,148.455435,-0.000968,0.023,-0.023,5.4921,-0.0355,960.0,0.21,653.0,42.95,122.8,3.0,5657.0,4.364,1.046,-0.068,297.11511,41.909142,13.709,3.2
K01343.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.544927524,-2.74e-06,133.54909,-0.00143,0.533,-0.462,1.0134,-0.0535,138.5,0.41,1824.0,2606.96,25.4,1.0,6309.0,4.34,1.132,-0.157,294.18967,39.617119,13.643,1.39
K01344.01,CONFIRMED,CANDIDATE,0.999,4.48758768,-1.661e-05,133.36092,-0.00319,0.532,-0.332,2.874,-0.0927,112.0,0.22,1305.0,684.07,25.9,1.0,6060.0,4.227,1.257,-0.241,284.86014,39.240551,13.446,1.37
K01409.01,CONFIRMED,CANDIDATE,1.0,16.56062577,-4.465e-05,133.49703,-0.0024,0.96,-0.698,2.611,-0.121,700.8,0.68,701.0,57.28,30.8,1.0,5818.0,4.436,0.855,-0.133,285.24667,45.950191,15.198,2.94
K01410.01,CONFIRMED,CANDIDATE,1.0,15.74958583,-4.701e-05,150.24579,-0.00231,0.637,-0.43,4.6672,-0.0816,659.5,0.89,777.0,86.18,42.6,1.0,6191.0,4.454,1.025,-0.111,285.43552,45.976021,15.3,2.77
K01412.01,CONFIRMED,CANDIDATE,0.999,37.8145252,-0.000144,134.66424,-0.00306,0.845,-0.573,9.109,-0.128,412.5,0.53,626.0,36.25,57.9,1.0,5988.0,4.278,1.314,-0.174,291.07468,45.24258,13.601,3.04
K01413.01,CONFIRMED,CANDIDATE,0.986,12.64504291,-9.977e-05,138.63149,-0.00595,0.931,-0.709,9.117,-0.101,200.4,0.36,741.0,71.28,32.7,1.0,5607.0,4.447,0.886,-0.119,285.34583,45.367779,14.447,1.55
K01413.02,CONFIRMED,CANDIDATE,0.999,21.5262958,-0.000161,132.28787,-0.00612,0.804,-0.574,8.392,-0.167,190.0,0.31,621.0,35.03,23.4,2.0,5607.0,4.447,0.886,-0.119,285.34583,45.367779,14.447,1.36
K01413.03,CONFIRMED,CANDIDATE,0.935,33.8845825,-0.0003864,159.98819,-0.00848,0.961,-0.684,6.538,-0.191,224.1,0.4,533.0,19.13,17.2,3.0,5607.0,4.447,0.886,-0.119,285.34583,45.367779,14.447,1.74
K01220.01,CONFIRMED,CANDIDATE,0.997,6.40087137,-2.281e-05,136.8824,-0.0029,0.861,-0.596,2.5561,-0.0834,133.6,0.33,1109.0,357.44,24.4,1.0,5426.0,4.107,1.421,-0.371,287.30786,39.14473,12.988,1.91
K01221.01,CONFIRMED,CANDIDATE,1.0,30.1599411,-0.0001761,138.51774,-0.00484,0.802,-0.558,7.874,-0.13,175.9,0.3,836.0,115.69,32.3,1.0,5010.0,3.62,3.051,-0.404,290.10718,38.702229,11.584,4.54
K01221.02,CONFIRMED,CANDIDATE,0.981,51.0771048,-0.0005573,152.35694,-0.0079,0.498,-0.443,11.233,-0.249,141.5,0.24,702.0,57.28,24.1,2.0,5010.0,3.62,3.051,-0.404,290.10718,38.702229,11.584,3.66
K01222.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,4.2856756,-0.0001128,134.4812,-0.0146,0.5445,-0.3567,4.059,-0.562,31.4,0.1,1790.0,2429.13,8.3,1.2398837469260005,5055.0,3.443,3.733,-0.176,292.4968,39.193169,12.203,2.13
K00160.01,FALSE POSITIVE,FALSE POSITIVE,1.0,13.73808249,-2.002e-05,134.43787,-0.0012,0.957,-0.025,3.354,-0.116,660.7,1.09,912.0,163.52,68.4,1.0,6375.0,4.292,1.178,-0.223,298.18362,42.01313,13.805,3.84
K01352.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.81886153,-1.116e-05,358.16338,-0.00172,0.924,-0.011,6.223,-0.123,1318.6,0.38,803.0,98.29,86.3,1.0,5030.0,4.658,0.651,-0.048,294.09109,42.491459,15.932,2.96
K01353.02,CONFIRMED,CANDIDATE,1.0,34.5439452,-0.0001552,132.68453,-0.00355,0.87,-0.603,3.482,-0.111,429.8,0.42,607.0,32.02,23.4,2.0,5933.0,4.342,1.115,-0.142,297.46533,42.882839,13.956,2.67
K00168.01,CONFIRMED,CANDIDATE,1.0,10.74241765,-1.62e-05,133.2867,-0.00125,0.034,-0.034,6.0633,-0.0348,415.2,0.19,1008.0,243.94,95.4,1.0,5761.0,4.091,1.518,-0.061,294.21893,49.479221,13.438,3.06
K01414.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.02378908,-1.593e-05,136.23411,-0.00336,0.715,-0.514,3.237,-0.13,32.1,0.37,2504.0,9293.19,36.1,1.0,7516.0,3.651,3.685,-1.81,301.26144,45.104893,10.083,2.24
K00153.02,CONFIRMED,CANDIDATE,1.0,4.75400072,-2.846e-06,128.547155,-0.000495,0.672,-0.507,2.5394,-0.0219,748.7,0.14,775.0,85.23,141.4,1.0,4728.0,4.628,0.693,-0.021,287.99789,50.944328,13.461,2.0
K00157.03,CONFIRMED,CANDIDATE,1.0,31.99552485,-3.109e-05,154.160745,-0.000758,0.69,-0.465,4.2817,-0.0485,1376.1,0.27,582.0,27.17,128.0,1.0,5657.0,4.364,1.046,-0.068,297.11511,41.909142,13.709,4.12
K01357.01,CANDIDATE,CANDIDATE,1.0,3.014330766,-5.5e-06,357.37948,-0.00125,0.01,-0.01,2.4747,-0.0414,975.3,0.6,1124.0,377.79,57.3,1.0,5209.0,4.446,0.953,-0.116,298.45953,42.187431,15.673,2.87
K01358.01,CONFIRMED,CANDIDATE,1.0,5.644914154,-8.778e-06,356.73699,-0.0011,0.445,-0.445,2.2599,-0.0433,1397.9,0.25,744.0,72.38,63.9,1.0,4769.0,4.622,0.714,-0.049,295.8255,42.94339,15.505,2.66
K00161.01,CONFIRMED,CANDIDATE,1.0,3.105507835,-1.149e-06,133.210427,-0.000311,0.799,-0.561,1.7458,-0.0224,904.6,0.17,980.0,217.91,178.6,1.0,4989.0,4.585,0.791,-0.028,287.05173,40.211552,13.341,2.68
K01420.01,CANDIDATE,CANDIDATE,1.0,13.35151248,-1.616e-05,363.086742,-0.000833,0.573,-0.426,3.6045,-0.0464,3308.8,0.37,585.0,27.77,107.9,1.0,4843.0,4.562,0.754,-0.068,290.1127,48.577782,15.825,4.44
K01422.01,CONFIRMED,CANDIDATE,1.0,5.841636615,-9.841e-06,135.92315,-0.00132,0.026,-0.026,1.8734,-0.0467,1336.3,0.17,446.0,9.38,41.1,1.0,3526.0,4.866,0.383,-0.058,286.54001,49.437328,15.921,1.38
K01422.02,CONFIRMED,CANDIDATE,1.0,19.85029495,-5.525e-05,133.64933,-0.00216,0.217,-0.217,2.8407,-0.0741,1607.5,0.19,297.0,1.83,34.4,2.0,3526.0,4.866,0.383,-0.058,286.54001,49.437328,15.921,1.52
K00168.02,CONFIRMED,CANDIDATE,1.0,15.27443889,-3.961e-05,147.57983,-0.00209,0.153,-0.153,6.0765,-0.0604,206.7,0.13,896.0,152.62,40.3,2.0,5761.0,4.091,1.518,-0.061,294.21893,49.479221,13.438,2.17
K01231.01,FALSE POSITIVE,FALSE POSITIVE,0.0,22.34293693,-8.374e-05,155.08552,-0.00334,0.001,-0.001,7.0813,-0.0989,2691.1,0.22,399.0,6.01,35.3,1.0,4260.0,4.663,0.58,-0.06,297.33563,41.89048,15.719,2.92
K01297.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.031096352,-2.796e-06,133.93938,-0.00214,0.979,-0.054,2.781,-0.171,265.4,0.8,2020.0,3954.46,37.8,1.0,6371.0,4.426,1.072,-0.121,296.14877,47.934872,15.131,2.36
K01298.01,CONFIRMED,CANDIDATE,1.0,11.00817635,-1.701e-05,143.22611,-0.00129,0.025,-0.025,2.013,-0.0436,1462.5,0.1,488.0,13.39,42.1,1.0,4141.0,4.684,0.582,-0.03,293.61371,47.839001,15.847,2.15
K01298.02,CONFIRMED,CANDIDATE,0.0,92.7495777,-0.0006942,173.27975,-0.00543,0.019,-0.019,5.506,-0.191,1105.1,0.08,240.0,0.78,18.0,2.0,4141.0,4.684,0.582,-0.03,293.61371,47.839001,15.847,1.87
K01300.01,CONFIRMED,CANDIDATE,1.0,0.63133171,-3.41e-07,133.94488,-0.000399,0.726,-0.519,1.1487,-0.0186,434.5,0.09,1322.0,726.72,95.8,1.0,4441.0,4.71,0.53,-0.046,291.59409,48.44561,14.285,1.2
K01301.01,CONFIRMED,CANDIDATE,1.0,12.69905011,-4.307e-05,184.9868,-0.00291,0.663,-0.442,2.9899,-0.0891,797.4,0.22,686.0,52.55,30.4,1.0,5291.0,4.489,0.882,-0.059,293.14648,47.729649,15.824,2.62
K01358.02,CONFIRMED,CANDIDATE,0.999,8.74292005,-3.311e-05,358.59286,-0.00266,0.025,-0.025,2.6277,-0.0846,779.5,0.18,643.0,40.33,30.7,2.0,4769.0,4.622,0.714,-0.049,295.8255,42.94339,15.505,1.92
K01358.03,CONFIRMED,CANDIDATE,1.0,3.64830183,-1.621e-05,355.39128,-0.00307,0.063,-0.062,1.9985,-0.0929,371.7,0.12,860.0,129.44,19.9,3.0,4769.0,4.622,0.714,-0.049,295.8255,42.94339,15.505,1.33
K01358.04,CONFIRMED,CANDIDATE,0.933,2.345863002,-9.55e-06,354.11185,-0.00264,0.035,-0.035,1.6795,-0.0886,316.7,0.11,997.0,233.38,19.6,4.0,4769.0,4.622,0.714,-0.049,295.8255,42.94339,15.505,1.23
K01359.01,CONFIRMED,CANDIDATE,1.0,37.1011418,-0.0001187,370.4803,-0.00202,0.41,-0.225,5.5556,-0.0788,1357.5,0.88,532.0,18.95,55.2,2.0,5986.0,4.527,0.85,-0.094,291.02069,42.46244,15.229,3.19
K01422.03,CONFIRMED,CANDIDATE,0.985,10.8644095,-4.884e-05,131.12833,-0.00347,0.763,-0.551,1.853,-0.119,748.7,0.15,363.0,4.09,16.8,3.0,3526.0,4.866,0.383,-0.058,286.54001,49.437328,15.921,1.14
K01424.01,CONFIRMED,CANDIDATE,1.0,1.219568047,-1.074e-06,133.460233,-0.000741,0.067,-0.067,1.5681,-0.026,494.9,0.17,1252.0,578.96,65.9,1.0,4838.0,4.625,0.701,-0.047,292.32858,49.653542,15.127,1.51
K01425.01,CONFIRMED,CANDIDATE,1.0,2.05388477,-3.356e-06,133.73432,-0.00126,0.282,-0.282,2.1635,-0.0445,546.7,0.42,1523.0,1271.11,50.0,1.0,5632.0,4.282,1.176,-0.198,296.32199,48.971481,15.269,2.74
K01426.01,CONFIRMED,CANDIDATE,1.0,38.86848956,-7.843e-05,171.30369,-0.00163,0.028,-0.028,6.0573,-0.0525,1004.9,0.31,509.0,15.89,73.4,3.0,5618.0,4.46,0.897,-0.081,283.20917,48.777641,14.232,2.81
K01236.02,CONFIRMED,CANDIDATE,0.242,12.30971679,-4.786e-05,137.68401,-0.00325,0.847,-0.598,6.74,-0.149,396.0,0.64,1104.0,350.46,45.9,1.0,6366.0,4.045,1.697,-0.38,287.3912,42.194832,13.659,3.82
K01236.03,CONFIRMED,CANDIDATE,0.48376823014383996,54.4205407,-0.0002856,148.70471,-0.0041,0.9414,-0.3167,8.559,-0.499,598.0,1.28,574.0,25.6,44.9,3.0,6781.0,4.422,1.067,-0.102,287.3912,42.194832,13.659,3.2
K01238.01,CONFIRMED,CANDIDATE,1.0,27.07237655,-8.99e-05,139.1127,-0.00275,0.015,-0.015,6.9592,-0.0871,514.2,0.27,605.0,31.58,44.0,1.0,5936.0,4.501,0.965,-0.04,297.20895,41.781712,14.556,2.18
K01301.02,CONFIRMED,CANDIDATE,1.0,37.5142128,-0.0002007,189.30015,-0.00426,0.366,-0.366,5.303,-0.127,935.0,0.22,478.0,12.38,28.9,2.0,5291.0,4.489,0.882,-0.059,293.14648,47.729649,15.824,2.68
K01302.01,CONFIRMED,CANDIDATE,1.0,55.6391882,-0.0002097,187.55044,-0.00276,0.811,-0.553,7.316,-0.131,853.0,0.97,478.0,12.33,48.3,1.0,5949.0,4.493,0.962,-0.099,289.08365,48.018131,14.755,3.13
K00157.04,CONFIRMED,CANDIDATE,0.998,46.6856205,-0.000112,225.04604,-0.00179,0.217,-0.217,6.3794,-0.0615,588.8,0.16,513.0,16.41,59.0,5.0,5657.0,4.364,1.046,-0.068,297.11511,41.909142,13.709,2.52
K01303.01,CANDIDATE,CANDIDATE,0.998,34.2966363,-0.0002287,143.66728,-0.00505,0.711,-0.513,19.718,-0.267,696.6,0.52,584.0,27.6,66.7,1.0,5490.0,4.263,1.167,-0.202,294.23007,48.204479,14.965,3.29
K01304.01,CONFIRMED,CANDIDATE,0.984,4.59726613,-2.459e-05,136.47837,-0.00419,0.033,-0.033,2.909,-0.134,313.0,0.53,1105.0,352.4,17.0,1.0,5999.0,4.494,0.959,-0.1,296.61487,48.082642,15.803,1.69
K01602.01,CONFIRMED,CANDIDATE,0.993,9.97716876,-8.015e-05,137.2361,-0.00549,0.002,-0.002,5.908,-0.22,252.9,0.4,1028.0,263.89,21.8,1.0,5557.0,4.037,1.616,-0.413,297.79691,39.921371,14.943,2.53
K01603.01,CONFIRMED,CANDIDATE,1.0,3.02168007,-8.511e-06,133.47243,-0.00247,0.349,-0.349,2.8264,-0.0746,171.9,0.39,1332.0,744.35,32.9,1.0,6201.0,4.472,0.989,-0.097,288.82291,40.38905,14.429,1.31
K01713.02,CONFIRMED,CANDIDATE,1.0,2.240486703,-3.666e-06,137.82477,-0.00137,0.461,-0.252,1.3988,-0.0448,436.3,0.07,837.0,115.98,33.8,1.0,4198.0,4.689,0.574,-0.028,290.82602,44.184109,15.224,1.22
K01715.01,CONFIRMED,CANDIDATE,0.855,105.0145774,-0.0004852,228.94455,-0.0037,0.954,-0.675,7.426,-0.317,296.0,0.32,406.0,6.44,33.9,1.0,5868.0,4.363,1.042,-0.129,294.27728,46.675282,12.9,2.29
K01716.01,CONFIRMED,CANDIDATE,1.0,4.88084456,-1.457e-05,136.19585,-0.00253,0.227,-0.227,2.5574,-0.0747,343.0,0.24,879.0,141.0,32.6,1.0,4929.0,4.481,0.861,-0.098,295.02167,46.619221,14.925,1.55
K01717.01,CONFIRMED,CANDIDATE,0.969,10.56137217,-4.34e-05,133.76396,-0.00339,0.963,-0.675,3.2645,-0.0936,238.4,0.66,867.0,133.56,21.7,1.0,5610.0,4.316,1.171,-0.213,293.57776,46.73634,14.581,2.43
K01718.01,CONFIRMED,CANDIDATE,0.964,67.6690554,-0.0004003,198.19427,-0.00492,0.354,-0.354,9.556,-0.155,961.1,1.01,495.0,14.24,37.2,1.0,6127.0,4.356,1.08,-0.172,294.16882,46.714611,15.224,3.39
K01488.01,CONFIRMED,CANDIDATE,1.0,3.949627144,-5.3e-06,134.61096,-0.00113,0.049,-0.049,1.5485,-0.0387,807.2,0.29,966.0,206.05,45.1,1.0,5155.0,4.523,0.836,-0.078,292.35394,46.22628,15.623,2.32
K01489.01,CONFIRMED,CANDIDATE,1.0,16.00460392,-5.995e-05,140.47981,-0.00301,0.49,-0.424,3.9475,-0.0887,831.9,0.32,583.0,27.41,34.3,1.0,5180.0,4.597,0.769,-0.056,288.23666,46.605919,15.554,2.24
K01490.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.55650737,-1.397e-05,133.51831,-0.00319,0.01,-0.01,8.545,-0.112,293.6,1.81,1405.0,918.25,77.1,1.0,4951.0,3.876,1.843,-1.094,297.12186,46.221909,14.118,3.05
K01491.01,CONFIRMED,CANDIDATE,1.0,3.148661555,-8.304e-06,356.93612,-0.0017,0.652,-0.51,2.1978,-0.0586,550.5,0.4,1097.0,342.76,35.3,1.0,5258.0,4.458,0.873,-0.119,297.77927,46.492741,15.297,2.15
K01557.01,CONFIRMED,CANDIDATE,1.0,3.295701024,-1.921e-06,133.966333,-0.00046,0.267,-0.267,1.8268,-0.0256,1745.7,0.2,875.0,138.38,114.7,1.0,4723.0,4.628,0.691,-0.025,294.44177,40.55759,14.84,2.81
K01557.02,CONFIRMED,CANDIDATE,1.0,9.65349016,-1.43e-05,134.85555,-0.00115,0.149,-0.149,2.9029,-0.0438,1308.6,0.17,611.0,32.98,63.1,2.0,4723.0,4.628,0.691,-0.025,294.44177,40.55759,14.84,2.41
K01557.03,CONFIRMED,CANDIDATE,1.0,5.315954488,-6.638e-06,132.43002,-0.00102,0.718,-0.496,1.1165,-0.0379,965.9,0.17,746.0,73.19,37.7,3.0,4723.0,4.628,0.691,-0.025,294.44177,40.55759,14.84,2.33
K00180.01,CONFIRMED,CANDIDATE,1.0,10.04556377,-1.571e-05,129.09371,-0.00131,0.075,-0.075,3.2027,-0.0445,671.4,0.28,766.0,81.61,66.5,1.0,5632.0,4.554,0.853,-0.039,284.39429,46.249081,13.024,2.19
K01557.04,CONFIRMED,CANDIDATE,1.0,1.499144441,-3.838e-06,133.07022,-0.0021,0.331,-0.331,1.4259,-0.0719,258.9,0.08,1137.0,395.06,22.2,4.0,4723.0,4.628,0.691,-0.025,294.44177,40.55759,14.84,1.09
K01606.01,CONFIRMED,CANDIDATE,1.0,5.082748362,-8.712e-06,133.21176,-0.00157,0.063,-0.063,1.7732,-0.046,276.7,0.17,928.0,175.06,40.9,1.0,5430.0,4.555,0.858,-0.035,290.05112,46.713371,13.984,1.4
